"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU","Species2"
"1871021",4259.07827134705,-6.85384631989246,0.379396494883232,-18.065128203153,5.99824782192873e-73,5.14349750730388e-72,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","phocaeense","1871021","Lachnoclostridium phocaeense 1871021"
"39491",27516.4797242533,-6.60617598269422,0.368279203288251,-17.9379555611876,5.9608171147609e-72,4.98673236673899e-71,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Eubacterium] rectale","39491","Lachnoclostridium [Eubacterium] rectale 39491"
"1561",630.773029802406,-8.72717838007179,0.488851560464243,-17.8524097821922,2.76829279291958e-71,2.26077244755099e-70,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","baratii","1561","Clostridium baratii 1561"
"301301",18278.217075559,-6.58527427474925,0.372817088649697,-17.6635526515171,8.00395539653444e-70,6.38455046746817e-69,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","hominis","301301","Roseburia hominis 301301"
"712310",1564.72620863508,9.86488614651255,0.562511768279114,17.5372084688861,7.44981613445201e-69,5.80747030481146e-68,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","sp. oral taxon 036","712310","Haemophilus sp. oral taxon 036 712310"
"28116",23367.5486182133,-7.9122976731678,0.453973142750709,-17.4289994893215,4.97080905157715e-68,3.78886112153547e-67,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus","28116","Bacteroides ovatus 28116"
"239935",1704.86234414647,-11.8241636063678,0.682965339629411,-17.3129775704047,3.7548505248989e-67,2.7998124566094e-66,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila","239935","Akkermansia muciniphila 239935"
"490",1797.15896177626,11.0326589044812,0.641216390151861,17.205827976213,2.40119995763256e-66,1.75236507546376e-65,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","sicca","490","Neisseria sicca 490"
"1768242",1204.32576060174,-13.6847797340866,0.797874150894981,-17.1515516810969,6.11963644620885e-66,4.37299021052008e-65,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Paucibacter","sp. KCTC 42545","1768242","Paucibacter sp. KCTC 42545 1768242"
"142877",382.526315713544,-7.44716831811291,0.438496668789013,-16.9834091070283,1.08968405314179e-64,7.6277883719925e-64,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","metallireducens","142877","Desulfitobacterium metallireducens 142877"
"28449",5134.51011372008,11.1676780317329,0.661515647360148,16.8819559692939,6.10868823849856e-64,4.19056013161001e-63,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","subflava","28449","Neisseria subflava 28449"
"911092",573.482319339567,-9.48173453918852,0.566926237859781,-16.7248116350784,8.64490766276488e-63,5.81412417319285e-62,"Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Caldanaerobacter","subterraneus","911092","Caldanaerobacter subterraneus 911092"
"1681",2471.38391830451,-12.8534248558069,0.773002441714566,-16.6279227104345,4.37501323904261e-62,2.88582604036849e-61,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","bifidum","1681","Bifidobacterium bifidum 1681"
"2025876",18614.8917522625,-5.41216964987773,0.326324675174958,-16.5852295630908,8.91244925369172e-62,5.76786810191747e-61,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","sp. CT06","2025876","Parabacteroides sp. CT06 2025876"
"1725232",317.758665209698,-12.6277473574421,0.763997378476939,-16.5285218420723,2.28683135455694e-61,1.45256139743154e-60,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Candidatus Desulfovibrio trichonymphae","1725232","Desulfovibrio Candidatus Desulfovibrio trichonymphae 1725232"
"394958",323.367830493071,-8.70200856432103,0.535991221718618,-16.2353564978521,2.83595566060232e-59,1.76860507561199e-58,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","taeniosporum","394958","Clostridium taeniosporum 394958"
"1981510",669.961801379968,-5.9702754012368,0.368086827003351,-16.2197475249024,3.65694867734763e-59,2.23988106487542e-58,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus","pectinilyticus","1981510","Monoglobus pectinilyticus 1981510"
"1960083",1404.14072239176,8.62509501578716,0.533506783570581,16.166795402417,8.64812670261289e-59,5.20404817367758e-58,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","gaoshouyii","1960083","Actinomyces gaoshouyii 1960083"
"881",1092.58925337036,-9.35415203850338,0.578793431337696,-16.1614688972614,9.4287932131732e-59,5.57599322779036e-58,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","vulgaris","881","Desulfovibrio vulgaris 881"
"185008",3596.76996162423,-6.34901173183311,0.396001802583648,-16.0327849277706,7.54253947441019e-58,4.3849000673266e-57,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","hungatei","185008","Butyrivibrio hungatei 185008"
"1322",3570.41088631767,-6.60475241831873,0.412160690910391,-16.0247024133475,8.59011288835956e-58,4.91068120117888e-57,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","hansenii","1322","Blautia hansenii 1322"
"626937",713.013963061978,-7.2176577092629,0.452187036527378,-15.9616643694426,2.3634374582689e-57,1.32894925932169e-56,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella","minuta","626937","Christensenella minuta 626937"
"1903686",344.064258738402,9.56164177673972,0.602263024110254,15.8761892959733,9.26381913604343e-57,5.12498381235951e-56,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","sp. PTS2502","1903686","Jeotgalibaca sp. PTS2502 1903686"
"2488560",399.655066993118,-12.6704091990342,0.799007951252651,-15.8576759832866,1.24413248206182e-56,6.77361018011438e-56,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pigmentiphaga","sp. H8","2488560","Pigmentiphaga sp. H8 2488560"
"495",1884.6943774666,8.81830815414979,0.556724160500619,15.8396361785703,1.65777196801206e-56,8.88462164106461e-56,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","elongata","495","Neisseria elongata 495"
"2086585",3132.43175521302,-9.01369525678282,0.570475114959774,-15.8003303218904,3.09490623137955e-56,1.63315821132798e-55,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella","sp. Marseille-P3954","2086585","Christensenella sp. Marseille-P3954 2086585"
"55583",828.56206316122,-10.9558614621015,0.695921409898775,-15.7429579062599,7.67696241989659e-56,3.98969410609777e-55,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacter","restrictus","55583","Dehalobacter restrictus 55583"
"2047",5287.4898356794,9.790495113218,0.62333913867854,15.7065303712094,1.36444906479991e-55,6.98516461531892e-55,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","dentocariosa","2047","Rothia dentocariosa 2047"
"1583098",454.320864732145,7.73064999006159,0.494032425201053,15.6480619402977,3.42491752451232e-55,1.72756869251136e-54,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","hwasookii","1583098","Fusobacterium hwasookii 1583098"
"46867",937.849683318009,-7.32128840053528,0.473715643474796,-15.4550277183844,6.97815644280209e-54,3.46885168098712e-53,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","chauvoei","46867","Clostridium chauvoei 46867"
"33025",1545.02713640974,-9.35812104534236,0.609101237076143,-15.363818813214,2.86207391891261e-53,1.40241622026718e-52,"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium","33025","Phascolarctobacterium faecium 33025"
"2040624",1989.8924322066,6.13193526225336,0.400811824971709,15.2987883096667,7.78933304268603e-53,3.76301582203001e-52,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,"Gemella","sp. ND 6198","2040624","Gemella sp. ND 6198 2040624"
"1930071",1040.48087180579,-7.4660037473515,0.488326127573467,-15.2889704764533,9.05706001932975e-53,4.31468275920848e-52,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Methylomusa","anaerophila","1930071","Methylomusa anaerophila 1930071"
"1469502",885.982708566,-9.88264106175621,0.646834961558737,-15.2784584153292,1.06428673455454e-52,5.00068972537271e-52,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Roseateles","Burkholderiales bacterium GJ-E10","1469502","Roseateles Burkholderiales bacterium GJ-E10 1469502"
"2496265",321.68183320761,8.11331433247218,0.531286893994673,15.271060559144,1.19218239111118e-52,5.52592648852885e-52,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","sp. H21T32","2496265","Jeotgalibaca sp. H21T32 2496265"
"2093856",4762.92136029843,-8.05271433592536,0.529406659509623,-15.2108293148114,2.9972202410637e-52,1.3707287235798e-51,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","faecalis","2093856","Butyricimonas faecalis 2093856"
"487",13349.075642135,6.72132402344847,0.448470002054513,14.9872321284746,8.89850052683702e-51,4.01603379040144e-50,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","meningitidis","487","Neisseria meningitidis 487"
"1303",922.279092745968,7.70310772463962,0.517981500433225,14.8713954421093,5.0548635695305e-50,2.25171195369995e-49,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","oralis","1303","Streptococcus oralis 1303"
"1082851",952.745416220831,-9.96334838883158,0.670356623915232,-14.8627581698834,5.75079253276291e-50,2.52887415222779e-49,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","serinivorans","1082851","Comamonas serinivorans 1082851"
"1852377",1579.31155289106,7.28663081495109,0.492076690678883,14.8079170441872,1.30213210728518e-49,5.65356092150399e-49,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","pacaensis","1852377","Actinomyces pacaensis 1852377"
"2382163",708.01394734436,10.1507286590623,0.685544655072759,14.8068088401695,1.3237740110582e-49,5.67568107241202e-49,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. JS71","2382163","Streptococcus sp. JS71 2382163"
"1539298",5330.18400561124,9.4864857577604,0.642055065967697,14.775190261076,2.11758381016639e-49,8.96705243070461e-49,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","sp. OMZ 838","1539298","Treponema sp. OMZ 838 1539298"
"712357",2548.01113102714,7.28274417992676,0.493024916443717,14.7715540067601,2.23499590287085e-49,9.3488243254232e-49,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","sp. oral taxon 212","712357","Leptotrichia sp. oral taxon 212 712357"
"29370",704.015036091739,-6.17471929089358,0.418090232963558,-14.7688675890015,2.32588032513573e-49,9.61177050025969e-49,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium] sphenoides","29370","Lachnoclostridium [Clostridium] sphenoides 29370"
"720",974.462788624553,10.0381980977914,0.67985548686318,14.7651939151174,2.45614832508373e-49,1.00292723274252e-48,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","lignieresii","720","Actinobacillus lignieresii 720"
"28037",1034.2058332629,8.07407611811204,0.547281398553545,14.7530614770604,2.94018720267808e-49,1.1864520123748e-48,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","mitis","28037","Streptococcus mitis 28037"
"823",5496.98829729967,-5.80353574739052,0.394155307242353,-14.72398224952,4.52226661846282e-49,1.80364819782878e-48,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","823","Parabacteroides distasonis 823"
"40542",3150.5367000641,7.99965277496465,0.544210828156372,14.6995472362524,6.48921398102947e-49,2.55839125918748e-48,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","buccalis","40542","Leptotrichia buccalis 40542"
"328814",21441.56370363,-9.13589088362913,0.622056930003867,-14.686583241782,7.85772054513283e-49,3.06272516702336e-48,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","shahii","328814","Alistipes shahii 328814"
"1131462",359.487475817436,-29.2535678291539,2.01001956288786,-14.5538721957135,5.518860718958e-48,2.12693171528382e-47,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacter","sp. CF","1131462","Dehalobacter sp. CF 1131462"
"28118",6579.85619844712,-7.57888249368988,0.521268676561885,-14.5393015818209,6.82857865881474e-48,2.60244719997051e-47,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","splanchnicus","28118","Odoribacter splanchnicus 28118"
"52773",2615.73591151712,7.16014389637943,0.493521601580969,14.5082684799253,1.07397473540335e-47,4.04805861805879e-47,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Schaalia","meyeri","52773","Schaalia meyeri 52773"
"1686",699.272136302559,-13.6218737126497,0.946590684638469,-14.3904582347039,5.94010361380478e-47,2.21462558645113e-46,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","catenulatum","1686","Bifidobacterium catenulatum 1686"
"1476577",2360.62532718839,6.92285920344874,0.482230625258996,14.3559094774012,9.78336199709718e-47,3.60827222043477e-46,"Bacteria","Candidatus Saccharibacteria",NA,NA,NA,NA,"Candidatus Saccharibacteria oral taxon TM7x","1476577","NA Candidatus Saccharibacteria oral taxon TM7x 1476577"
"28113",4092.55178160751,-5.69548785774577,0.398065997685377,-14.3078984159993,1.9532723793157e-46,7.12736623516261e-46,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","heparinolyticus","28113","Bacteroides heparinolyticus 28113"
"39485",5603.35661402028,-5.03075471653593,0.355815167517784,-14.1386741651042,2.19378637432761e-45,7.9207234357302e-45,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","[Eubacterium] eligens","39485","Eubacterium [Eubacterium] eligens 39485"
"29575",326.352440829607,-5.95623066122852,0.421812195339414,-14.120574812769,2.83668032728616e-45,1.01352224193662e-44,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Taylorella","equigenitalis","29575","Taylorella equigenitalis 29575"
"44008",251.710095543782,7.76731154419904,0.551180274390026,14.0921435419562,4.24478815981339e-45,1.50099210187216e-44,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","cecorum","44008","Enterococcus cecorum 44008"
"1509",2470.98948762313,-6.79018295752048,0.488943931164362,-13.8874470562514,7.547791501015e-44,2.64172702535525e-43,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","sporogenes","1509","Clostridium sporogenes 1509"
"34085",359.733719088237,6.03641721157742,0.437768372903934,13.7890665137248,2.96572666400051e-43,1.02751944015371e-42,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Riemerella","anatipestifer","34085","Riemerella anatipestifer 34085"
"821",121494.856073026,-6.53272219155876,0.47854247320813,-13.6512902350415,1.98335548223007e-42,6.80290930404914e-42,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus","821","Bacteroides vulgatus 821"
"182773",630.234250230817,-7.07812625208917,0.52075738610114,-13.5919843693095,4.46800135327702e-42,1.51735095462774e-41,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","isatidis","182773","Clostridium isatidis 182773"
"1305",717.999139020647,6.88982731755218,0.509196160052433,13.5307919777767,1.02908940413607e-41,3.46056534920267e-41,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sanguinis","1305","Streptococcus sanguinis 1305"
